,dTicketInternalKey,BravoNo,Invoice_Date,cBrutoValue,POS_NO,BillNo,dItemInternalKey,Barcode,ItemName,GrossRetailPrice,Quantity,TotalBeforeDisc,DiscValue,NetSales_IncVAT,Total_Net_InvoiceIncVAT,bHasPromotions,OfferNo,dVendorId,DeptNo,CashierNo,CustomerGroup,CustomerNo
6385,30861822,1,01/09/2019 0:00:00,10.0,3,76481,1164,24000104582,Delmonte Sweet Corn 410G                ,5.0,2.0,10.0,0.0,10.0,286.5,0,0,106470.0,105,844,1,300025
6386,30861822,1,01/09/2019 0:00:00,4.0,3,76481,14071,7290013068125,Mashroom 400G Marina                    ,4.0,1.0,4.0,0.0,4.0,286.5,0,0,108180.0,105,844,1,300025
6387,30861822,1,01/09/2019 0:00:00,24.0,3,76481,14089,7290015174480,Tuna Marina W/ Oil 170G                 ,6.0,4.0,24.0,0.0,24.0,286.5,0,0,101340.0,105,844,1,300025
6388,30861822,1,01/09/2019 0:00:00,10.5,3,76481,14690,7290004078263,Baloons Cotton Tips Double              ,10.5,1.0,10.5,0.0,10.5,286.5,0,0,101450.0,109,844,1,300025
6389,30861822,1,01/09/2019 0:00:00,15.0,3,76481,32335,4084500290600,Pan Pro V Smooth& Sleek400Ml            ,15.0,1.0,15.0,2.0,13.0,286.5,-1,15016,501020.0,109,844,1,300025
6390,30861822,1,01/09/2019 0:00:00,24.0,3,76481,44860,7290000069609,Osem Zaatar Snack Cracker 300G          ,12.0,2.0,24.0,11.0,13.0,286.5,-1,15965,102210.0,112,844,1,300025
6391,30861822,1,01/09/2019 0:00:00,8.0,3,76481,47882,7290011774820,Marina Sweet Corn 200G                  ,4.0,2.0,8.0,0.0,8.0,286.5,0,0,108180.0,105,844,1,300025
6392,30861822,1,01/09/2019 0:00:00,20.0,3,76481,51294,4015400439110,Pam Wipes 12*64                         ,10.0,2.0,20.0,10.0,10.0,286.5,-1,15467,501020.0,109,844,1,300025
6393,30861822,1,01/09/2019 0:00:00,40.0,3,76481,52622,3574660625769,Carefree Plus Large Fresh  48Psc        ,20.0,2.0,40.0,16.0,24.0,286.5,-1,8398,102800.0,109,844,1,300025
6394,30861822,1,01/09/2019 0:00:00,22.0,3,76481,54423,4005900011817,Nb Natural Fairness Lotion 400 Ml       ,22.0,1.0,22.0,0.0,22.0,286.5,0,0,501060.0,109,844,1,300025
6395,30861822,1,01/09/2019 0:00:00,48.0,3,76481,71054,8690530204485,Selpak Toilet Paper 32 Roll             ,48.0,1.0,48.0,14.0,34.0,286.5,-1,15043,102600.0,108,844,1,300025
6396,30861822,1,01/09/2019 0:00:00,27.0,3,76481,73363,7295432159539,Reema750*2                              ,27.0,1.0,27.0,4.0,23.0,286.5,-1,13817,101590.0,108,844,1,300025
6397,30861822,1,01/09/2019 0:00:00,16.0,3,76481,73637,882149000994,Americana Sardines Hot 120G             ,4.0,4.0,16.0,6.0,10.0,286.5,-1,13975,501020.0,105,844,1,300025
6398,30861822,1,01/09/2019 0:00:00,38.0,3,76481,74588,5029054043042,Kleenx Toilet Paper 18 Roll Compressed  ,38.0,1.0,38.0,12.0,26.0,286.5,-1,15537,108970.0,108,844,1,300025
6399,30861822,1,01/09/2019 0:00:00,22.0,3,76481,76020,8850006533116,Palmolive 750 Ml  Aroma Sensations Orked,22.0,1.0,22.0,5.0,17.0,286.5,-1,15777,101450.0,109,844,1,300025
6400,30861822,1,01/09/2019 0:00:00,18.0,3,76481,76812,7290011860271,Potato Balls Tobogan 700Gm              ,18.0,1.0,18.0,0.0,18.0,286.5,0,0,102840.0,106,844,1,300025
6401,30861822,1,01/09/2019 0:00:00,5.0,3,76481,77561,5449000278029,Cappy Red Cherry  1.5L                  ,5.0,1.0,5.0,0.0,5.0,286.5,0,0,101730.0,112,844,1,300025
6402,30861822,1,01/09/2019 0:00:00,6.0,3,76481,77566,6111248551620,Mario Sardines In Oil &Chili Pepper 125G,3.0,2.0,6.0,0.0,6.0,286.5,0,0,108180.0,105,844,1,300025
6403,30861822,1,01/09/2019 0:00:00,9.0,3,76481,77591,6223001756934,Potato Farm Frites 750Gm                ,9.0,1.0,9.0,0.0,9.0,286.5,0,0,103520.0,106,844,1,300025
6404,30861823,1,01/09/2019 0:00:00,9.0,5,93893,71,11182700923,King kole light red  493 g              ,9.0,1.0,9.0,0.0,9.0,208.55,0,0,100405.0,105,839,1,410035
6405,30861823,1,01/09/2019 0:00:00,12.0,5,93893,81,11210009387,Tabasco 60Ml Green Pepper               ,12.0,1.0,12.0,0.0,12.0,208.55,0,0,100405.0,105,839,1,410035
6406,30861823,1,01/09/2019 0:00:00,15.0,5,93893,57503,6281063881810,Freshly  Red Kindney Beans 425G         ,7.5,2.0,15.0,0.0,15.0,208.55,0,0,101650.0,105,839,1,410035
6407,30861823,1,01/09/2019 0:00:00,10.65,5,93893,60572,184098,Produce 5 Nis                           ,5.0,2.13,10.65,0.0,10.65,208.55,0,0,103700.0,101,839,1,410035
6408,30861823,1,01/09/2019 0:00:00,30.0,5,93893,60633,184685,Produce Unit 30  Nis                    ,30.0,1.0,30.0,0.0,30.0,208.55,0,0,103700.0,101,839,1,410035
6409,30861823,1,01/09/2019 0:00:00,15.0,5,93893,61392,7290000057552,Yoplait Diet Cheese Cake 150G           ,5.0,3.0,15.0,0.0,15.0,208.55,0,0,103260.0,103,839,1,410035
6410,30861823,1,01/09/2019 0:00:00,41.4,5,93893,62457,199658,Roastery 40 Nis                         ,40.0,1.03,41.4,0.0,41.4,208.55,0,0,100460.0,100,839,1,410035
6411,30861823,1,01/09/2019 0:00:00,14.0,5,93893,63100,3073781010725,Kiri Spreadable Creamy Cheese           ,14.0,1.0,14.0,0.0,14.0,208.55,0,0,101910.0,103,839,1,410035
6412,30861823,1,01/09/2019 0:00:00,15.0,5,93893,71627,6255544352519,Shrak /Taboun                           ,5.0,3.0,15.0,0.0,15.0,208.55,0,0,104140.0,107,839,1,410035
6413,30861823,1,01/09/2019 0:00:00,5.5,5,93893,73948,7290015597760,Solero Diet Blueberry                   ,5.5,1.0,5.5,0.0,5.5,208.55,0,0,100005.0,106,839,1,410035
6414,30861823,1,01/09/2019 0:00:00,12.0,5,93893,74514,6281100177609,Fuchsia Milk  Bread 670Gm               ,12.0,1.0,12.0,0.0,12.0,208.55,0,0,103160.0,107,839,1,410035
6415,30861823,1,01/09/2019 0:00:00,24.0,5,93893,74791,4003840008874,Hitschler Fruit Gum Strawberry Laces    ,6.0,4.0,24.0,0.0,24.0,208.55,0,0,101710.0,112,839,1,410035
6416,30861823,1,01/09/2019 0:00:00,5.0,5,93893,77145,7290107649711,Disnep Pixar 70Gm                       ,5.0,1.0,5.0,0.0,5.0,208.55,0,0,100005.0,106,839,1,410035
6417,30861824,1,01/09/2019 0:00:00,25.0,5,93808,76832,7622100919971,Heets Sienna                            ,25.0,1.0,25.0,3.0,22.0,22.0,-1,15443,501024.0,108,839,1,430077
6418,30861825,1,01/09/2019 0:00:00,178.2,5,93970,50969,92039,Shrimp Larg                             ,90.0,1.98,178.2,0.0,178.2,178.2,0,0,103710.0,102,839,1,350037
6419,30861826,1,01/09/2019 0:00:00,8.0,5,94174,2695,5053990101573,Pringles Original 18*165Gr              ,8.0,1.0,8.0,2.5,5.5,204.5,-1,9469,501020.0,112,822,1,350049
6420,30861826,1,01/09/2019 0:00:00,3.0,5,94174,3964,5000312003602,Cadbury Flake 18G                       ,1.0,3.0,3.0,0.0,3.0,204.5,0,0,106470.0,112,822,1,350049
6421,30861826,1,01/09/2019 0:00:00,14.0,5,94174,4209,5029053503790,Huggies Unscented Wet Wips  72Wip       ,7.0,2.0,14.0,4.0,10.0,204.5,-1,13846,108970.0,109,822,1,350049
6422,30861826,1,01/09/2019 0:00:00,30.0,5,94174,12044,6253501883021,Safi Sunflower Oil 5L                   ,30.0,1.0,30.0,6.0,24.0,204.5,-1,12766,102070.0,105,822,1,350049
6423,30861826,1,01/09/2019 0:00:00,33.0,5,94174,15265,7290005862021,Reema Toilet Paper Reemix 18Rolls       ,33.0,1.0,33.0,5.0,28.0,204.5,-1,14171,101590.0,108,822,1,350049
6424,30861826,1,01/09/2019 0:00:00,10.5,5,94174,19647,7290011257033,Labaneh Dania Plain 400G                ,10.5,1.0,10.5,0.0,10.5,204.5,0,0,101600.0,103,822,1,350049
6425,30861826,1,01/09/2019 0:00:00,6.0,5,94174,19876,9700172511250,White Bread Slices                      ,6.0,1.0,6.0,0.0,6.0,204.5,0,0,104540.0,107,822,1,350049
6426,30861826,1,01/09/2019 0:00:00,7.0,5,94174,22478,6221048407918,Siginal Toothpaste Apples 125Ml         ,7.0,1.0,7.0,1.5,5.5,204.5,-1,8076,101780.0,109,822,1,350049
6427,30861826,1,01/09/2019 0:00:00,7.0,5,94174,23354,6221048407833,Siginal Toothpaste Cavity Fighter 125Ml ,7.0,1.0,7.0,1.5,5.5,204.5,-1,8076,101780.0,109,822,1,350049
6428,30861826,1,01/09/2019 0:00:00,8.0,5,94174,45042,5053990101542,Pringles Hot & Spicy 18*165Gr           ,8.0,1.0,8.0,2.5,5.5,204.5,-1,9469,501020.0,112,822,1,350049
6429,30861826,1,01/09/2019 0:00:00,106.0,5,94174,45590,5029053506524,Huggies Jumboo 10-16K 48Dippers 4+      ,53.0,2.0,106.0,39.0,67.0,204.5,-1,15339,108970.0,109,822,1,350049
6430,30861826,1,01/09/2019 0:00:00,11.0,5,94174,61464,6253503521532,Al Jebrini Fresh Milk 3% 2L Offer       ,11.0,1.0,11.0,1.0,10.0,204.5,-1,14121,105550.0,103,822,1,350049
6431,30861826,1,01/09/2019 0:00:00,24.0,5,94174,67400,7290005861888,Reema Kitchen Towel 6 roll              ,12.0,2.0,24.0,9.0,15.0,204.5,-1,15484,101590.0,108,822,1,350049
6432,30861826,1,01/09/2019 0:00:00,11.0,5,94174,72790,7290015439244,Floor Cleaner Wave 1Ltr Green           ,11.0,1.0,11.0,2.0,9.0,204.5,-1,15804,101510.0,108,822,1,350049
6433,30861827,1,01/09/2019 0:00:00,108.13,5,94007,1748,31003,Roast Beef                              ,55.0,1.96,108.13,0.0,108.13,355.5,0,0,102500.0,102,839,1,301011
6434,30861827,1,01/09/2019 0:00:00,83.55,5,94007,8982,61001,Whole Chicken                           ,15.5,5.39,83.55,0.0,83.55,355.5,0,0,102500.0,102,839,1,301011
6435,30861827,1,01/09/2019 0:00:00,16.0,5,94007,19510,7290001316856,Alquds Mortadella  1K                   ,16.0,1.0,16.0,0.0,16.0,355.5,0,0,501000.0,104,839,1,301011
6436,30861827,1,01/09/2019 0:00:00,12.5,5,94007,51837,6221048311239,Axe Deo For Men Excite 150Ml            ,12.5,1.0,12.5,4.0,8.5,355.5,-1,13717,101780.0,109,839,1,301011
6437,30861827,1,01/09/2019 0:00:00,11.0,5,94007,61464,6253503521532,Al Jebrini Fresh Milk 3% 2L Offer       ,11.0,1.0,11.0,1.0,10.0,355.5,-1,14121,105550.0,103,839,1,301011
6438,30861827,1,01/09/2019 0:00:00,9.0,5,94007,62456,199580,Roastery 36 Nis                         ,36.0,0.25,9.0,0.0,9.0,355.5,0,0,100460.0,100,839,1,301011
6439,30861827,1,01/09/2019 0:00:00,4.0,5,94007,62457,199658,Roastery 40 Nis                         ,40.0,0.1,4.0,0.0,4.0,355.5,0,0,100460.0,100,839,1,301011
6440,30861827,1,01/09/2019 0:00:00,25.2,5,94007,62459,199214,Roastery 48 Nis                         ,48.0,0.52,25.2,0.0,25.2,355.5,0,0,100460.0,100,839,1,301011
6441,30861827,1,01/09/2019 0:00:00,9.6,5,94007,62467,199887,Roastery 80 Nis                         ,80.0,0.12,9.6,0.0,9.6,355.5,0,0,100460.0,100,839,1,301011
6442,30861827,1,01/09/2019 0:00:00,23.0,5,94007,63909,6281007025690,Almarai Cheddar 500 Gm                  ,23.0,1.0,23.0,7.5,15.5,355.5,-1,13949,501020.0,103,839,1,301011
6443,30861827,1,01/09/2019 0:00:00,33.02,5,94007,66430,4084500513570,Ariel Lq Ms 4X2.47L/38Sc-Jup-Isr        ,33.0,1.0,33.02,8.0,25.02,355.5,-1,14562,501020.0,108,839,1,301011
6444,30861827,1,01/09/2019 0:00:00,12.5,5,94007,68744,8712561728522,Axe Deo For Men Black 150Ml             ,12.5,1.0,12.5,4.0,8.5,355.5,-1,13717,101780.0,109,839,1,301011
6445,30861827,1,01/09/2019 0:00:00,24.0,5,94007,75297,8001090493798,H&S Ultra  Sham Instant Scalp Relief 540,24.0,1.0,24.0,2.0,22.0,355.5,-1,15463,501020.0,109,839,1,301011
6446,30861827,1,01/09/2019 0:00:00,12.0,5,94007,76575,8000500007884,Nutella 350 G + 35 Free                 ,12.0,1.0,12.0,1.5,10.5,355.5,-1,16183,501020.0,112,839,1,301011
6447,30861828,1,01/09/2019 0:00:00,31.88,7,18913,8985,61004,Chicken Boneless Breast                 ,33.0,0.96,31.88,0.0,31.88,157.65,0,0,102500.0,102,845,1,412006
6448,30861828,1,01/09/2019 0:00:00,30.0,7,18913,12044,6253501883021,Safi Sunflower Oil 5L                   ,30.0,1.0,30.0,6.0,24.0,157.65,-1,12766,102070.0,105,845,1,412006
6449,30861828,1,01/09/2019 0:00:00,20.0,7,18913,13866,7290016246407,Al Helal Tahina 1K                      ,20.0,1.0,20.0,0.0,20.0,157.65,0,0,102310.0,105,845,1,412006
6450,30861828,1,01/09/2019 0:00:00,71.77,7,18913,50990,92060,Mulita Large                            ,45.0,1.59,71.77,0.0,71.77,157.65,0,0,103710.0,102,845,1,412006
6451,30861828,1,01/09/2019 0:00:00,18.0,7,18913,77769,7290015366663,Aquafresh Mild & Minty Tube 100Ml X1    ,9.0,2.0,18.0,8.0,10.0,157.65,-1,16101,501060.0,109,845,1,412006
6452,30861829,1,01/09/2019 0:00:00,22.0,7,19091,1407,30003002,Gauloises Blue                          ,22.0,1.0,22.0,0.0,22.0,191.0,0,0,109280.0,108,843,1,422065
6453,30861829,1,01/09/2019 0:00:00,29.92,7,19091,1748,31003,Roast Beef                              ,55.0,0.54,29.92,0.0,29.92,191.0,0,0,102500.0,102,843,1,422065
6454,30861829,1,01/09/2019 0:00:00,2.0,7,19091,4168,50173822,Orbit Spearmint Pellets                 ,2.0,1.0,2.0,0.0,2.0,191.0,0,0,103720.0,112,843,1,422065
6455,30861829,1,01/09/2019 0:00:00,2.5,7,19091,4291,5201360521241,7Days Croissant Cocoa 65G               ,2.5,1.0,2.5,0.0,2.5,191.0,0,0,101580.0,112,843,1,422065
6456,30861829,1,01/09/2019 0:00:00,1.5,7,19091,9675,80001355,Loacker Sandwich Chocolate 25G          ,1.5,1.0,1.5,0.0,1.5,191.0,0,0,103720.0,112,843,1,422065
6457,30861829,1,01/09/2019 0:00:00,2.0,7,19091,11638,6251036017522,Snacks Mix Paprika 40G                  ,2.0,1.0,2.0,0.0,2.0,191.0,0,0,101580.0,112,843,1,422065
6458,30861829,1,01/09/2019 0:00:00,3.0,7,19091,15870,7290008789035,Al Sanabel Wheat Flour 1K               ,3.0,1.0,3.0,0.0,3.0,191.0,0,0,103730.0,105,843,1,422065
6459,30861829,1,01/09/2019 0:00:00,8.5,7,19091,17646,8008990009562,Arix Synthetic Massage Glove            ,8.5,1.0,8.5,0.0,8.5,191.0,0,0,102120.0,109,843,1,422065
6460,30861829,1,01/09/2019 0:00:00,6.0,7,19091,18150,8690526031019,Eti Petit Beurre Biscute 400G           ,6.0,1.0,6.0,0.0,6.0,191.0,0,0,100155.0,112,843,1,422065
6461,30861829,1,01/09/2019 0:00:00,3.0,7,19091,18157,8690526073422,Eti Kombo 60G                           ,1.0,3.0,3.0,0.0,3.0,191.0,0,0,100155.0,112,843,1,422065
6462,30861829,1,01/09/2019 0:00:00,7.5,7,19091,19168,8714800014434,Bavaria Apple Can 330Ml                 ,2.5,3.0,7.5,1.5,6.0,191.0,-1,14861,102570.0,112,843,1,422065
6463,30861829,1,01/09/2019 0:00:00,2.0,7,19091,19219,6221007000013,Nescafe 3 In1 My Cup 18G Egypt          ,1.0,2.0,2.0,0.0,2.0,191.0,0,0,101520.0,112,843,1,422065
6464,30861829,1,01/09/2019 0:00:00,2.0,7,19091,51083,7622300510121,Oreo Classi Bisc 44G                    ,1.0,2.0,2.0,0.0,2.0,191.0,0,0,106470.0,112,843,1,422065
6465,30861829,1,01/09/2019 0:00:00,3.0,7,19091,54836,9720006295613,Baby Wipes Purple                       ,3.0,1.0,3.0,0.0,3.0,191.0,0,0,105820.0,109,843,1,422065
6466,30861829,1,01/09/2019 0:00:00,6.02,7,19091,56118,252073,Hamborger Jambo                         ,6.0,1.0,6.02,0.0,6.02,191.0,0,0,104540.0,107,843,1,422065
6467,30861829,1,01/09/2019 0:00:00,6.0,7,19091,56896,6281026121090,Al Rabie Milk Str 200Ml                 ,2.0,3.0,6.0,0.0,6.0,191.0,0,0,106090.0,103,843,1,422065
6468,30861829,1,01/09/2019 0:00:00,2.0,7,19091,56897,6281026121274,Al Rabie Milk Banana 200Ml              ,2.0,1.0,2.0,0.0,2.0,191.0,0,0,106090.0,103,843,1,422065
6469,30861829,1,01/09/2019 0:00:00,4.0,7,19091,56898,6281026121182,Al Rabie Milk Chioclate 200Ml           ,2.0,2.0,4.0,0.0,4.0,191.0,0,0,106090.0,103,843,1,422065
6470,30861829,1,01/09/2019 0:00:00,8.0,7,19091,59215,8411373070057,Arix Bath Spong  2Pcs Offer             ,8.0,1.0,8.0,0.0,8.0,191.0,0,0,102120.0,109,843,1,422065
6471,30861829,1,01/09/2019 0:00:00,3.06,7,19091,60566,184036,Produce 2.5 Nis                         ,2.5,1.22,3.06,0.0,3.06,191.0,0,0,103700.0,101,843,1,422065
6472,30861829,1,01/09/2019 0:00:00,1.0,7,19091,61929,6251036019625,Mr Chips Crocodilechips 30G             ,1.0,1.0,1.0,0.0,1.0,191.0,0,0,101580.0,112,843,1,422065
6473,30861829,1,01/09/2019 0:00:00,5.0,7,19091,65778,8714800018289,Bavaria Peach Can 330Ml                 ,2.5,2.0,5.0,1.0,4.0,191.0,-1,14861,102570.0,112,843,1,422065
6474,30861829,1,01/09/2019 0:00:00,4.0,7,19091,68763,6254000084209,Alraya Sugar 1K                         ,4.0,1.0,4.0,0.0,4.0,191.0,0,0,102730.0,105,843,1,422065
6475,30861829,1,01/09/2019 0:00:00,3.0,7,19091,69429,6255544352540,Bread Sarfande Kmaj                     ,3.0,1.0,3.0,0.0,3.0,191.0,0,0,104140.0,107,843,1,422065
6476,30861829,1,01/09/2019 0:00:00,2.0,7,19091,73910,8690770322840,Pakmaya Yeast 100G                      ,2.0,1.0,2.0,0.0,2.0,191.0,0,0,103970.0,105,843,1,422065
6477,30861829,1,01/09/2019 0:00:00,15.0,7,19091,74587,6253507280046,Trash Bags Gold Ligature 60 Bags        ,15.0,1.0,15.0,5.0,10.0,191.0,-1,15960,104550.0,108,843,1,422065
6478,30861829,1,01/09/2019 0:00:00,6.0,7,19091,74730,6291003000768,Tiffany Biscuits W/Milk& Hony 600G      ,6.0,1.0,6.0,0.0,6.0,191.0,0,0,104660.0,112,843,1,422065
6479,30861829,1,01/09/2019 0:00:00,18.0,7,19091,74801,4015400755487,Always Ultra Vp Long 6X24               ,18.0,1.0,18.0,3.0,15.0,191.0,-1,14807,501020.0,109,843,1,422065
6480,30861829,1,01/09/2019 0:00:00,2.0,7,19091,75373,8691707057149,Ozmo Burger Biscuit 40G                 ,2.0,1.0,2.0,0.0,2.0,191.0,0,0,100235.0,112,843,1,422065
6481,30861829,1,01/09/2019 0:00:00,1.0,7,19091,76417,7290107951000,Lays Salted Potato Chips 18G            ,1.0,1.0,1.0,0.0,1.0,191.0,0,0,102510.0,112,843,1,422065
6482,30861829,1,01/09/2019 0:00:00,3.0,7,19091,76703,5000396043624,Mcvities Digestive Cream Chocolate 100G ,3.0,1.0,3.0,0.0,3.0,191.0,0,0,101650.0,112,843,1,422065
6483,30861829,1,01/09/2019 0:00:00,11.0,7,19091,76815,7290001567906,Basterma Babreka 200G                   ,11.0,1.0,11.0,0.0,11.0,191.0,0,0,102840.0,104,843,1,422065
6484,30861829,1,01/09/2019 0:00:00,5.0,7,19091,76961,8699141057138,Ozmo Hoppo 90G                          ,5.0,1.0,5.0,0.0,5.0,191.0,0,0,100235.0,112,843,1,422065
6485,30861829,1,01/09/2019 0:00:00,0.5,7,19091,77884,6221007027812,Nesquik Biscuit Choc 28G                ,0.5,1.0,0.5,0.0,0.5,191.0,0,0,101520.0,112,843,1,422065
6486,30861829,1,01/09/2019 0:00:00,1.0,7,19091,77886,6221007027843,Nesquik Biscuit Choc 56G                ,1.0,1.0,1.0,0.0,1.0,191.0,0,0,101520.0,112,843,1,422065
6487,30861830,1,01/09/2019 0:00:00,16.0,2,50728,2961,4005808817658,Nfm Cool Kick Shaving Foam 200 Ml       ,16.0,1.0,16.0,6.2,9.8,378.7,-1,8763,501060.0,109,835,1,432007
6488,30861830,1,01/09/2019 0:00:00,28.0,2,50728,4160,50158935,Dettol 750 Ml                           ,28.0,1.0,28.0,0.55,27.45,378.7,-1,8763,102160.0,108,835,1,432007
6489,30861830,1,01/09/2019 0:00:00,3.0,2,50728,9676,80001362,Loocker Vanmilk 30G                     ,1.5,2.0,3.0,0.06,2.94,378.7,-1,8763,103720.0,112,835,1,432007
6490,30861830,1,01/09/2019 0:00:00,4.0,2,50728,9694,80177609,Kinder Choclate T4*20*8                 ,4.0,1.0,4.0,0.08,3.92,378.7,-1,8763,501020.0,112,835,1,432007
6491,30861830,1,01/09/2019 0:00:00,25.0,2,50728,10976,5760466885348,Puck Danish Spread Cheese 500G          ,25.0,1.0,25.0,8.0,17.0,378.7,-1,14697,102600.0,103,835,1,432007
6492,30861830,1,01/09/2019 0:00:00,2.0,2,50728,11608,6251036015559,Mr Chips Paprika 24G                    ,1.0,2.0,2.0,0.04,1.96,378.7,-1,8763,101580.0,112,835,1,432007
6493,30861830,1,01/09/2019 0:00:00,1.0,2,50728,11611,6251036015580,Mr Chips Salt 24Gm                      ,1.0,1.0,1.0,0.02,0.98,378.7,-1,8763,101580.0,112,835,1,432007
6494,30861830,1,01/09/2019 0:00:00,2.0,2,50728,11620,6251036015597,Mr Chips French Cheese 24Gm             ,1.0,2.0,2.0,0.04,1.96,378.7,-1,8763,101580.0,112,835,1,432007
6495,30861830,1,01/09/2019 0:00:00,3.0,2,50728,12053,6253503172413,Al Arz Ya Lail Ice Cream                ,3.0,1.0,3.0,0.0,3.0,378.7,0,0,102950.0,106,835,1,432007
6496,30861830,1,01/09/2019 0:00:00,5.0,2,50728,12055,6253503173212,Twin Ice Cream                          ,1.0,5.0,5.0,0.1,4.9,378.7,-1,8763,102950.0,106,835,1,432007
6497,30861830,1,01/09/2019 0:00:00,2.0,2,50728,12057,6253503173410,Trofo Ice Cream                         ,1.0,2.0,2.0,0.04,1.96,378.7,-1,8763,102950.0,106,835,1,432007
6498,30861830,1,01/09/2019 0:00:00,3.0,2,50728,12059,6253503173816,Al Arz Smart Ice Cream                  ,3.0,1.0,3.0,0.06,2.94,378.7,-1,8763,102950.0,106,835,1,432007
6499,30861830,1,01/09/2019 0:00:00,17.5,2,50728,14072,7290002071389,Tuna Marina 95G                         ,3.5,5.0,17.5,0.34,17.16,378.7,-1,8763,102730.0,105,835,1,432007
6500,30861830,1,01/09/2019 0:00:00,25.0,2,50728,15122,7290005430626,Sano Oxygen Spot Remover 2L             ,25.0,1.0,25.0,0.49,24.51,378.7,-1,8763,109290.0,108,835,1,432007
6501,30861830,1,01/09/2019 0:00:00,24.0,2,50728,16515,7290011598402,Sano Maxima Softener Misk 4L            ,24.0,1.0,24.0,3.41,20.59,378.7,-1,8763,109290.0,108,835,1,432007
6502,30861830,1,01/09/2019 0:00:00,8.0,2,50728,17579,8008090044012,Mat Spira 30                            ,8.0,1.0,8.0,1.14,6.86,378.7,-1,8763,108970.0,108,835,1,432007
6503,30861830,1,01/09/2019 0:00:00,6.0,2,50728,19876,9700172511250,White Bread Slices                      ,6.0,1.0,6.0,0.12,5.88,378.7,-1,8763,104540.0,107,835,1,432007
6504,30861830,1,01/09/2019 0:00:00,19.0,2,50728,22744,7290011257057,Labaneh Dania Plain 900G                ,19.0,1.0,19.0,0.0,19.0,378.7,0,0,101600.0,103,835,1,432007
6505,30861830,1,01/09/2019 0:00:00,5.0,2,50728,23213,6001106100445,Dettol Soap Fresh 125G                  ,5.0,1.0,5.0,0.1,4.9,378.7,-1,8763,102160.0,109,835,1,432007
6506,30861830,1,01/09/2019 0:00:00,10.0,2,50728,23214,6001106116392,Dettol Soap Anti Bacterial Active 125G  ,5.0,2.0,10.0,0.2,9.8,378.7,-1,8763,102160.0,109,835,1,432007
6507,30861830,1,01/09/2019 0:00:00,5.0,2,50728,23216,6001106112127,Dettol Soap  Anti-Bacterial Cool 125G   ,5.0,1.0,5.0,0.1,4.9,378.7,-1,8763,102160.0,109,835,1,432007
6508,30861830,1,01/09/2019 0:00:00,2.0,2,50728,34052,6253503172512,Al Arrz Caramello Ice Cream             ,2.0,1.0,2.0,0.04,1.96,378.7,-1,8763,102950.0,106,835,1,432007
6509,30861830,1,01/09/2019 0:00:00,7.0,2,50728,43924,6291001010073,Masafi Natural Juice Mango 1L           ,7.0,1.0,7.0,0.14,6.86,378.7,-1,8763,107670.0,112,835,1,432007
6510,30861830,1,01/09/2019 0:00:00,5.0,2,50728,47008,7622210292742,Cadbury Dairy Milk plain Chocolate 37G  ,2.5,2.0,5.0,0.99,4.01,378.7,-1,8763,106470.0,112,835,1,432007
6511,30861830,1,01/09/2019 0:00:00,6.0,2,50728,47014,7622210292704,Cadbury Dairy Milk With Hezelnut 37G    ,3.0,2.0,6.0,1.19,4.81,378.7,-1,8763,106470.0,112,835,1,432007
6512,30861830,1,01/09/2019 0:00:00,30.0,2,50728,56213,7290101866633,Vanish Kalia Oxi Action Color Gel 3L    ,30.0,1.0,30.0,7.45,22.55,378.7,-1,8763,102160.0,108,835,1,432007
6513,30861830,1,01/09/2019 0:00:00,1.0,2,50728,57276,8004800023025,Elldei Vailla Bis 45G                   ,1.0,1.0,1.0,0.02,0.98,378.7,-1,8763,102230.0,112,835,1,432007
6514,30861830,1,01/09/2019 0:00:00,1.0,2,50728,57277,8004800023018,Elldei Hazelnut Bis 45G                 ,1.0,1.0,1.0,0.02,0.98,378.7,-1,8763,102230.0,112,835,1,432007
6515,30861830,1,01/09/2019 0:00:00,1.0,2,50728,60603,184401,Produce Unit 1 Nis                      ,1.0,1.0,1.0,0.02,0.98,378.7,-1,8763,103700.0,101,835,1,432007
6516,30861830,1,01/09/2019 0:00:00,13.0,2,50728,60766,7290011378844,Alhelal Halawa With  Vanille 400G       ,13.0,1.0,13.0,2.22,10.78,378.7,-1,8763,102310.0,112,835,1,432007
6517,30861830,1,01/09/2019 0:00:00,1.0,2,50728,64857,8691707096230,Amada Veni Vanillla 25G                 ,1.0,1.0,1.0,0.02,0.98,378.7,-1,8763,100035.0,112,835,1,432007
6518,30861830,1,01/09/2019 0:00:00,1.0,2,50728,64858,8691707096117,Amada Veni Hazelnut 25G                 ,1.0,1.0,1.0,0.02,0.98,378.7,-1,8763,100035.0,112,835,1,432007
6519,30861830,1,01/09/2019 0:00:00,15.0,2,50728,64922,80768258,Kinder Joy Girl T1X16X9 Collection      ,5.0,3.0,15.0,5.2,9.8,378.7,-1,8763,501020.0,112,835,1,432007
6520,30861830,1,01/09/2019 0:00:00,10.0,2,50728,68245,5449000127631,Jericho Water 8*1.5L Case               ,10.0,1.0,10.0,0.2,9.8,378.7,-1,8763,101730.0,112,835,1,432007
6521,30861830,1,01/09/2019 0:00:00,11.0,2,50728,68248,6253501790497,Ghadeer Water 12*500M Case              ,11.0,1.0,11.0,1.2,9.8,378.7,-1,8763,102550.0,112,835,1,432007
